Iteration,PT,HV+,GD-,DCI+,UNFR+
0,random search,0.00011742812929699233,0.4486462137501501,0.0,0.0
0,sway,0.011889048107798558,0.0,0.3125,0.03636363636363636
0,tpe,0.0,0.5689393666971103,0.0,0.0
0,nsga-ii,0.014089320292598307,0.0063285419709971005,0.9791666666666666,0.38181818181818183
0,nsga-iii,0.012391524818385203,0.012066705898227318,0.625,0.05454545454545454
0,moead,0.0012933635775266262,0.17709198278725338,0.0,0.0
1,random search,0.0004885333184549706,0.1865326704024878,0.05555555555555555,0.015151515151515152
1,sway,0.0010042872093591598,0.03515506205381008,0.25,0.06060606060606061
1,tpe,0.00017922627145594092,0.2164540639779979,0.0,0.0
1,nsga-ii,0.002258186239235415,0.001158237712976854,0.7222222222222222,0.2727272727272727
1,nsga-iii,0.0007254765039587954,0.06391658043971211,0.0,0.0
1,moead,0.0,0.9835808578817213,0.0,0.0
2,random search,0.00232949165163596,0.10174178591125514,0.16666666666666666,0.01680672268907563
2,sway,0.0034069842665953474,0.015041876263197435,0.4,0.025210084033613446
2,tpe,0.0007364270740789182,0.13421680714644157,0.0,0.0
2,nsga-ii,0.003955543123462631,0.0006154543448091578,0.9666666666666667,0.47058823529411764
2,nsga-iii,0.0014439802450949934,0.06339439408502447,0.016666666666666663,0.0
2,moead,0.0019037497105383213,0.025423498956371006,0.016666666666666663,0.0
3,random search,0.0009362454018270138,0.06615764015911751,0.0,0.0
3,sway,0.002596890314973878,0.004891026111860465,0.4305555555555555,0.10526315789473684
3,tpe,0.0001888937032718986,0.12931190330933076,0.05555555555555555,0.013157894736842105
3,nsga-ii,0.0024532789584258054,0.011136256751568707,0.6388888888888888,0.11842105263157894
3,nsga-iii,0.0017592605476588175,0.02040883975779909,0.4444444444444444,0.07894736842105263
3,moead,0.0007339793882729979,0.10576517445820596,0.0,0.0
4,random search,0.0018929302302949365,0.025285856815112227,0.08333333333333331,0.0
4,sway,0.0021895008797050233,0.08771497873922014,0.38095238095238093,0.0
4,tpe,0.0015908400045834838,0.007235429667750272,0.08333333333333333,0.0
4,nsga-ii,0.0024405653013881206,0.02780458715500321,0.8333333333333333,0.36585365853658536
4,nsga-iii,0.0026450954808626163,0.022184344946928353,0.46428571428571425,0.06097560975609756
4,moead,0.0006708013193107169,0.06213033642373392,0.0,0.0
5,random search,0.0003821769513528651,0.29575335680375414,0.0,0.0
5,sway,0.0010534579271189038,0.07691483063120291,0.0625,0.03225806451612903
5,tpe,0.0,0.44481705186662096,0.0,0.0
5,nsga-ii,0.0030420594533954286,0.017835562578073828,0.875,0.6129032258064516
5,nsga-iii,0.0007702463999683633,0.03300304281596135,0.12499999999999999,0.03225806451612903
5,moead,0.0,0.9136718910914107,0.0,0.0
6,random search,0.0011265176894269104,0.1888925243252652,0.0,0.0
6,sway,0.0032538631254983292,0.059712656640248975,0.4305555555555555,0.09302325581395349
6,tpe,0.001569026061533427,0.0746820492025501,0.0,0.0
6,nsga-ii,0.00357078943511428,0.002579913759091381,0.9166666666666666,0.5348837209302325
6,nsga-iii,0.0013230876277348456,0.2014582150763137,0.0,0.0
6,moead,0.0,0.969210635567218,0.0,0.0
7,random search,0.0032266488871688327,0.04802728380369647,0.0,0.0
7,sway,0.0032696296562372777,0.031821796244988515,0.07142857142857142,0.0
7,tpe,0.0018322208274822072,0.05049707613947274,0.0,0.0
7,nsga-ii,0.010224873831163809,0.0,0.8392857142857142,0.3673469387755102
7,nsga-iii,0.008674174254973544,0.026353927237524014,0.20535714285714285,0.02040816326530612
7,moead,0.0029141933448893894,0.01623741789015347,0.0625,0.04081632653061224
8,random search,0.0006823529135112212,0.18472194671852432,0.0,0.0
8,sway,0.0016577790704855279,0.0430415242263765,0.2625,0.04081632653061224
8,tpe,0.000550666408804379,0.32619651200987393,0.0,0.0
8,nsga-ii,0.0026982355505763946,0.0018941768311958583,0.8625,0.42857142857142855
8,nsga-iii,0.0012008475862542926,0.061056928690337804,0.0,0.0
8,moead,0.0021277431196610784,0.0,0.23750000000000002,0.20408163265306123
9,random search,0.00017459888276331252,0.02183281879505739,0.125,0.0
9,sway,0.00028552868984621553,0.021952030656916675,0.28125,0.05128205128205128
9,tpe,0.00017270612937790564,0.16093719957944821,0.0,0.0
9,nsga-ii,0.0004362433055056784,0.002698849879515034,0.90625,0.46153846153846156
9,nsga-iii,0.00011315790383790627,0.1390609336660302,0.0,0.0
9,moead,0.0,0.18123416266320136,0.0,0.0
10,random search,0.0007979337024461592,0.21215384624045708,0.0,0.0
10,sway,0.007016468766549696,0.09745254208408932,0.3333333333333333,0.05357142857142857
10,tpe,0.00037662873501680117,0.3754485109783318,0.0,0.0
10,nsga-ii,0.0036620436803845293,0.039813750746318245,0.16666666666666666,0.03571428571428571
10,nsga-iii,0.006489865530880243,0.10235493387425612,0.1111111111111111,0.017857142857142856
10,moead,0.0037234882848873876,0.03471127723892733,0.4444444444444444,0.10714285714285714
11,random search,0.0005998809285938452,0.17199669128630068,0.0,0.0
11,sway,0.005427371052222947,0.031597745592546016,0.25,0.022988505747126436
11,tpe,1.9571397037076186e-05,0.1775874789008448,0.0,0.0
11,nsga-ii,0.007537138166190515,0.0002769835017641614,0.8676470588235294,0.5747126436781609
11,nsga-iii,0.0042626007652529834,0.01856819214085754,0.14705882352941177,0.05747126436781609
11,moead,0.00029908333601529893,0.2989871842163776,0.0,0.0
12,random search,0.0027500392194629176,0.10569500003545391,0.07222222222222223,0.007142857142857143
12,sway,0.006313130563835686,0.02944678108591989,0.18333333333333335,0.007142857142857143
12,tpe,0.002235111665819059,0.22178807715893767,0.0,0.0
12,nsga-ii,0.009861524149640769,0.0016566545024170299,0.9166666666666667,0.45714285714285713
12,nsga-iii,0.007806792540708596,0.01098809082150406,0.45,0.05714285714285714
12,moead,0.00352098733637248,0.011360973714516083,0.11111111111111112,0.0
13,random search,0.0009133007338036592,0.30882296174924834,0.0,0.0
13,sway,0.030202183123404225,0.054959699457198675,0.2777777777777778,0.030303030303030304
13,tpe,0.0,1.0323176381801733,0.0,0.0
13,nsga-ii,0.03391430162290773,0.0,0.8888888888888888,0.24242424242424243
13,nsga-iii,0.020050760162859255,0.08242065146367494,0.05555555555555554,0.0
13,moead,0.003966835345888459,0.11427831716605087,0.0,0.0
14,random search,0.0028095575076403476,0.1753179409016577,0.0,0.0
14,sway,0.004516774316584983,0.020231462739602447,0.15384615384615385,0.00980392156862745
14,tpe,0.00010439983905298772,0.3558255797350829,0.0,0.0
14,nsga-ii,0.006374818983632967,0.0004032288193836523,0.9358974358974359,0.6568627450980392
14,nsga-iii,0.005864917439284058,0.003826812475986144,0.3846153846153846,0.049019607843137254
14,moead,0.00239646323917632,0.17945213029429605,0.0,0.0
15,random search,0.006459000914392828,0.0,0.045454545454545456,0.01818181818181818
15,sway,0.00675831345788811,0.02872964762063196,0.29545454545454547,0.10909090909090909
15,tpe,0.0,0.9413723023429847,0.0,0.0
15,nsga-ii,0.005976589462973137,0.00937134407824353,0.7386363636363636,0.38181818181818183
15,nsga-iii,0.003188884114377636,0.1115292855237909,0.01136363636363637,0.0
15,moead,0.0032304717011820768,0.0,0.045454545454545456,0.01818181818181818
16,random search,0.008185913436436433,0.06153955447429417,0.011363636363636362,0.0
16,sway,0.013724495512308593,0.013670927209627298,0.2840909090909091,0.044444444444444446
16,tpe,0.0016243764362888038,0.12998969394941312,0.0,0.0
16,nsga-ii,0.01691433385106893,0.001996130280228662,0.9318181818181819,0.42962962962962964
16,nsga-iii,0.014537292513468449,0.00912414040371332,0.42045454545454547,0.05925925925925926
16,moead,0.010328418963154251,0.01358542571827224,0.06818181818181818,0.08888888888888889
17,random search,0.0,0.5517130414156756,0.0,0.0
17,sway,5.540702005648563e-06,0.049999999999999975,0.19736842105263158,0.13793103448275862
17,tpe,0.0,0.5517130414156756,0.0,0.0
17,nsga-ii,6.39343541946294e-05,0.004385022119462023,0.5263157894736842,0.3448275862068966
17,nsga-iii,2.6088422591725974e-05,1.3033051459276919e-05,0.2763157894736842,0.10344827586206896
17,moead,2.3243823414414307e-05,0.005721214864337082,0.15789473684210525,0.27586206896551724
18,random search,0.0005246158507149689,0.17953090305173058,0.0,0.0
18,sway,0.0014799002999349934,0.06033723875220893,0.06896551724137931,0.02564102564102564
18,tpe,0.00014614321442395922,0.22161383208447544,0.0,0.0
18,nsga-ii,0.00291847285499359,0.00447165742048405,0.896551724137931,0.5641025641025641
18,nsga-iii,0.0011731295055994054,0.08072294045526487,0.05172413793103448,0.01282051282051282
18,moead,2.0151319163566338e-05,0.12624614570645643,0.0,0.0
19,random search,0.0008842238601311772,0.09337284948819743,0.03125,0.0
19,sway,0.0036905487271105476,0.019741124629990826,0.46354166666666663,0.09345794392523364
19,tpe,0.0010107130251840184,0.005248942344713599,0.03645833333333333,0.0
19,nsga-ii,0.003873589436517955,0.000367870469467714,0.8854166666666666,0.5327102803738317
19,nsga-iii,0.003601301836142729,0.0049835662395464435,0.43229166666666663,0.06542056074766354
19,moead,0.0010697859374961996,0.0022680587325758787,0.041666666666666664,0.009345794392523364
20,random search,0.002229261457550289,0.2198225177977132,0.01923076923076923,0.0
20,sway,0.007279965903992652,0.02051650407317113,0.4903846153846154,0.0594059405940594
20,tpe,0.00028180638247694037,0.3155526213439471,0.0,0.0
20,nsga-ii,0.00810302163279714,0.0005505255957269009,0.9134615384615385,0.42574257425742573
20,nsga-iii,0.00602409655734498,0.08620306662096515,0.14423076923076925,0.019801980198019802
20,moead,0.002401458145609336,0.04686475510023036,0.01923076923076923,0.0
21,random search,0.0013078413848777765,0.14671273588384678,0.0,0.0
21,sway,0.0030283769671639125,0.032983971382630164,0.26666666666666666,0.018691588785046728
21,tpe,0.0006572677618705482,0.09896355462904076,0.0,0.0
21,nsga-ii,0.00429167881509984,0.0018406371265411463,0.975,0.4953271028037383
21,nsga-iii,0.0028524790730948004,0.038533726081380254,0.2,0.009345794392523364
21,moead,0.0005209149710970738,0.30050118689659705,0.0,0.0
22,random search,0.0,1.0,0.0,0.0
22,sway,0.0,1.0,0.0,0.0
22,tpe,0.0,1.0,0.0,0.0
22,nsga-ii,0.0,1.0,0.0,0.0
22,nsga-iii,0.0,1.0,0.0,0.0
22,moead,0.0,1.0,0.0,0.0
23,random search,0.004768441190654391,0.07415223078766428,0.03571428571428571,0.0
23,sway,0.009410833103006543,0.014165301305934241,0.41428571428571426,0.064
23,tpe,0.00041364736243400566,0.19364144927863186,0.0,0.0
23,nsga-ii,0.011602820294026943,0.014451593799706822,0.7571428571428571,0.248
23,nsga-iii,0.009970419002729767,0.01909810033566382,0.34285714285714286,0.048
23,moead,0.006537043248827475,0.010066861259935332,0.19999999999999998,0.104
24,random search,0.0029489020983291337,0.2358444533283553,0.0,0.0
24,sway,0.01100891533890765,0.07965018198044439,0.03333333333333333,0.009345794392523364
24,tpe,0.0006120821350733344,0.30617427683155146,0.0,0.0
24,nsga-ii,0.015705358601516305,3.194506550127417e-05,0.9333333333333333,0.5420560747663551
24,nsga-iii,0.015679721823753396,0.0024493075048699544,0.30833333333333335,0.037383177570093455
24,moead,0.0022867140279037106,0.07457542122995899,0.0,0.0
25,random search,0.007098426402484217,0.15884417336368897,0.0,0.0
25,sway,0.01555135060951175,0.015182212698521075,0.27884615384615385,0.052083333333333336
25,tpe,0.005321856952389587,0.19773998050329822,0.0,0.0
25,nsga-ii,0.019551336368008702,0.0012637849480440363,0.6634615384615385,0.3125
25,nsga-iii,0.018428892941300686,0.020476849337279703,0.46153846153846156,0.052083333333333336
25,moead,0.018729919957743927,0.005567794576169949,0.27884615384615385,0.15625
26,random search,0.0,0.6033176622730689,0.0,0.0
26,sway,0.0028224790639828933,0.08383714756438852,0.1111111111111111,0.043478260869565216
26,tpe,0.0,0.8864271358111738,0.0,0.0
26,nsga-ii,0.0023992323379397195,0.0008306797730583194,0.7777777777777777,0.34782608695652173
26,nsga-iii,0.004794625183525433,0.15088353392519296,0.1111111111111111,0.043478260869565216
26,moead,0.0,0.8864271358111738,0.0,0.0
27,random search,0.0011501322919636873,0.058984843672732525,0.027777777777777776,0.0
27,sway,0.0023497137025417464,0.015762979677188364,0.2638888888888889,0.02857142857142857
27,tpe,0.0002020245397236102,0.1153846153846154,0.0,0.0
27,nsga-ii,0.003590061996290601,0.0033026851231189513,0.8055555555555555,0.34285714285714286
27,nsga-iii,0.0023090213481759543,0.021007052572449836,0.2222222222222222,0.0380952380952381
27,moead,0.002006516322386717,0.011662518619141209,0.125,0.01904761904761905
28,random search,0.0010735194952996468,0.04908059437911062,0.1171875,0.009009009009009009
28,sway,0.0017240634239053608,0.017544391441061645,0.4375,0.10810810810810811
28,tpe,0.0008236054038922919,0.003338379686022145,0.0703125,0.0
28,nsga-ii,0.00388685977778139,0.00419812040495437,0.7109375,0.25225225225225223
28,nsga-iii,0.0010930035823139192,0.056803111954325046,0.1875,0.036036036036036036
28,moead,0.0015542874211605779,0.026673537104436,0.09375,0.0
29,random search,0.002140795223456675,0.2783806135354595,0.0,0.0
29,sway,0.0009499820766153575,0.16949443089541139,0.0,0.0
29,tpe,0.0009169020107758128,0.2513069450570542,0.0,0.0
29,nsga-ii,0.010320709281693017,0.00028826474378912517,1.0,0.6790123456790124
29,nsga-iii,0.0037502593367970444,0.15488588532722336,0.0,0.0
29,moead,0.0014069872415465627,0.2773471740362788,0.0,0.0
30,random search,0.0001864404368402662,0.47531060549157905,0.0,0.0
30,sway,0.00211577974535729,0.07792191947844668,0.6666666666666666,0.18181818181818182
30,tpe,0.0,1.0380818099098519,0.0,0.0
30,nsga-ii,0.03655133071418258,0.0,0.3333333333333333,0.045454545454545456
30,nsga-iii,0.0012517095960836748,0.0926166955586868,0.0,0.0
30,moead,4.144781942108669e-05,0.5932034973039015,0.0,0.0
31,random search,0.004505683346478763,0.035839007013199524,0.1607142857142857,0.013986013986013986
31,sway,0.0058302796126375915,0.00629604810310136,0.494047619047619,0.055944055944055944
31,tpe,0.002622269648600748,0.03266393373941218,0.0,0.0
31,nsga-ii,0.007302066476236232,0.0009825333508133086,0.8869047619047619,0.3706293706293706
31,nsga-iii,0.004989222012480544,0.011664287528665973,0.22023809523809523,0.027972027972027972
31,moead,0.001638820278286817,0.03616190656880571,0.0,0.0
32,random search,0.0,0.9987911432818269,0.0,0.0
32,sway,0.0,0.9987911432818269,0.0,0.0
32,tpe,0.0,0.9987911432818269,0.0,0.0
32,nsga-ii,0.0,0.0,1.0,1.0
32,nsga-iii,0.0,0.9987911432818269,0.0,0.0
32,moead,0.0,0.9987911432818269,0.0,0.0
33,random search,0.0,1.0,0.0,0.0
33,sway,0.0,1.0,0.0,0.0
33,tpe,0.0,1.0,0.0,0.0
33,nsga-ii,0.0,1.0,0.0,0.0
33,nsga-iii,0.0,1.0,0.0,0.0
33,moead,0.0,1.0,0.0,0.0
34,random search,0.002882602630771285,0.4321565947597238,0.0,0.0
34,sway,0.004680652017958257,0.2319258452019895,0.0,0.0
34,tpe,0.0,1.3392787779818738,0.0,0.0
34,nsga-ii,0.016016867501465554,0.05264298739872565,1.0,0.22727272727272727
34,nsga-iii,0.013448341892574255,0.19064100295695013,0.16666666666666663,0.0
34,moead,0.0008028506751617473,0.8557721178299122,0.0,0.0
35,random search,0.0005971106638255059,0.5048615236510909,0.0,0.0
35,sway,0.004104702905476421,0.3013936574210561,0.25,0.047619047619047616
35,tpe,0.0,0.7324498282268949,0.0,0.0
35,nsga-ii,0.0028033923547650446,0.14776295127549788,0.75,0.19047619047619047
35,nsga-iii,0.0007138209259830557,0.36896541476759837,0.0,0.0
35,moead,0.00023580716491376785,0.5377559451640447,0.0,0.0
36,random search,3.1959582848881207e-06,0.5655473879917055,0.0,0.0
36,sway,0.0006092135450067365,0.0,1.0,0.7777777777777778
36,tpe,0.0,1.0,0.0,0.0
36,nsga-ii,0.0,1.0,0.0,0.0
36,nsga-iii,0.0,0.7764706731869119,0.0,0.0
36,moead,0.0,1.0,0.0,0.0
37,random search,0.0021111575655035405,0.24522438948595254,0.0,0.0
37,sway,0.007865371549330726,0.06449283860297637,0.09090909090909091,0.02857142857142857
37,tpe,0.0,0.420673009179924,0.0,0.0
37,nsga-ii,0.00616924152631663,0.021608247640679614,0.2727272727272727,0.2857142857142857
37,nsga-iii,0.009578487901725958,0.04696218340846909,0.6136363636363636,0.17142857142857143
37,moead,0.00797934734746384,0.0,0.1590909090909091,0.02857142857142857
38,random search,0.006618679985299804,0.012280336767235587,0.13194444444444445,0.0125
38,sway,0.0124491248900487,0.013512415687570964,0.5625,0.125
38,tpe,0.0003865679806605883,0.5423295098485146,0.0,0.0
38,nsga-ii,0.013972278373725715,0.0051381886909846256,0.9097222222222222,0.4875
38,nsga-iii,0.009903269057029686,0.030504535232073922,0.1736111111111111,0.025
38,moead,0.002643194525332771,0.06668166866394448,0.0,0.0
39,random search,0.0,0.5541312205959952,0.0,0.0
39,sway,0.0,0.5541312205959952,0.0,0.0
39,tpe,0.0,0.5541312205959952,0.0,0.0
39,nsga-ii,0.0,0.0,1.0,1.0
39,nsga-iii,0.0,0.5541312205959952,0.0,0.0
39,moead,0.0,0.5541312205959952,0.0,0.0
40,random search,0.0005540519256923059,0.17706455965484158,0.0,0.0
40,sway,0.003942576644174914,0.059341355737296826,0.23529411764705882,0.05970149253731343
40,tpe,0.001624997933754976,0.13623980261839388,0.0,0.0
40,nsga-ii,0.0036549070681227242,0.01288394476916162,0.6470588235294118,0.31343283582089554
40,nsga-iii,0.0037395165902969403,0.04935457096419356,0.11764705882352941,0.029850746268656716
40,moead,0.0019642604598186617,0.05450314313155326,0.0,0.0
41,random search,0.0016884495435581426,0.06613951749562784,0.018750000000000003,0.0
41,sway,0.0017708388324565885,0.021195435699989943,0.18125000000000002,0.006711409395973154
41,tpe,0.0014757634369488928,0.07914716438198932,0.0,0.0
41,nsga-ii,0.0029690463736557777,0.0003359631950821274,0.89375,0.2953020134228188
41,nsga-iii,0.0016463679815895906,0.019581612479680544,0.08750000000000001,0.020134228187919462
41,moead,0.0017872214371673816,0.01349082896009472,0.24375000000000002,0.053691275167785234
42,random search,0.006689804108546072,0.052147422203138505,0.36,0.010638297872340425
42,sway,0.009346084305920065,0.03796845697154544,0.58,0.1276595744680851
42,tpe,0.0012626476811121875,0.19018680895585616,0.0,0.0
42,nsga-ii,0.008219274851791898,0.022203969070067164,0.7000000000000001,0.10638297872340426
42,nsga-iii,0.008539371228961442,0.0038655418942004174,0.63,0.10638297872340426
42,moead,0.0063280736695933495,0.06116982387270972,0.12,0.0
43,random search,0.0035120677473929416,0.11349169312726128,0.16666666666666666,0.022727272727272728
43,sway,0.009303329991996472,0.08960080314029722,0.0,0.0
43,tpe,0.001555008586031373,0.16884314438472273,0.0,0.0
43,nsga-ii,0.014194509294143964,0.0,0.8333333333333333,0.1590909090909091
43,nsga-iii,0.010065090244792116,0.03302120666544923,0.125,0.0
43,moead,0.0016122114442157546,0.07904046222144483,0.0,0.0
44,random search,0.001434358317171446,0.14302695678782926,0.0,0.0
44,sway,0.0028210827256578714,0.040988570894864754,0.31666666666666665,0.09523809523809523
44,tpe,0.000757554770928583,0.0,0.11666666666666667,0.023809523809523808
44,nsga-ii,0.0036728086908387344,0.03411436310053292,0.6666666666666666,0.30952380952380953
44,nsga-iii,0.0025139906632849537,0.039836141516265,0.13333333333333333,0.0
44,moead,0.00030535947426313875,0.15340759652743768,0.0,0.0
45,random search,0.00602353502251761,0.2032307264062907,0.05555555555555554,0.0
45,sway,0.007876796591596682,0.09962163542470767,0.7222222222222222,0.23255813953488372
45,tpe,0.007139132238471946,0.00167249208917589,0.2777777777777778,0.0
45,nsga-ii,0.00870953644049077,0.0015460377203009468,0.7222222222222222,0.23255813953488372
45,nsga-iii,0.0032168543610141256,0.20797310316031029,0.0,0.0
45,moead,0.003615727862663497,0.4229347522439221,0.0,0.0
46,random search,0.00398242813973504,0.03154952606240623,0.13513513513513514,0.007407407407407408
46,sway,0.005930332917529583,0.014372052024636157,0.472972972972973,0.1111111111111111
46,tpe,0.0015778911066765052,0.0975579202055508,0.01351351351351351,0.0
46,nsga-ii,0.008344001552370394,0.0052615355289665445,0.8513513513513514,0.2962962962962963
46,nsga-iii,0.004214696544611089,0.035816177305182835,0.13513513513513514,0.022222222222222223
46,moead,0.0011588688170830026,0.03852207912758792,0.07432432432432433,0.0
47,random search,0.005136038331382603,0.025700044810519827,0.08695652173913043,0.03225806451612903
47,sway,0.00292858421214077,0.079569686386256,0.043478260869565216,0.016129032258064516
47,tpe,2.8011719825664888e-05,0.3773842713556947,0.0,0.0
47,nsga-ii,0.005538952173889493,0.011981983695550223,0.9021739130434783,0.4032258064516129
47,nsga-iii,0.004728714327108456,0.03614329999257722,0.20652173913043478,0.016129032258064516
47,moead,0.0005941296048985812,0.1642523971260592,0.0,0.0
48,random search,0.0023417767753149874,0.2583070007246806,0.0,0.0
48,sway,0.0032898489397340377,0.2360363829791534,0.0,0.0
48,tpe,6.117800573150912e-06,0.5934848737326014,0.0,0.0
48,nsga-ii,0.010351093188220542,0.00018370628347794753,1.0,0.5769230769230769
48,nsga-iii,0.003991537040498216,0.12463662591922615,0.125,0.019230769230769232
48,moead,3.6471520067058764e-05,0.6235923632404552,0.0,0.0
49,random search,0.0,1.0,0.0,0.0
49,sway,0.0,1.0,0.0,0.0
49,tpe,0.0,1.0,0.0,0.0
49,nsga-ii,0.0,1.0,0.0,0.0
49,nsga-iii,0.0,1.0,0.0,0.0
49,moead,0.0,1.0,0.0,0.0
50,random search,0.002867337435740636,0.08439227956920096,0.09375,0.0
50,sway,0.002465614325193963,0.06962708228451409,0.046875,0.0125
50,tpe,0.001573440294221434,0.08212966856609386,0.0,0.0
50,nsga-ii,0.004459297965874136,0.010153618345679884,0.7265625,0.35
50,nsga-iii,0.003926140283180903,0.015421895518269755,0.3203125,0.1125
50,moead,0.002394134136633562,0.02062928884962027,0.0859375,0.0625
51,random search,0.0005859056972345628,0.27458349107538194,0.0,0.0
51,sway,0.0006058528314601125,0.20112409177804985,0.0,0.0
51,tpe,0.00017038534285594573,0.5894500728424691,0.0,0.0
51,nsga-ii,0.009487308942332191,0.00043112983109415426,0.9821428571428571,0.35106382978723405
51,nsga-iii,0.004853492566744192,0.15807458715622966,0.1607142857142857,0.010638297872340425
51,moead,0.0005031845216354941,0.09692215398435916,0.0,0.0
52,random search,0.00905587245581437,0.15910156938573614,0.0,0.0
52,sway,0.010176680898839822,0.053044323085023895,0.21250000000000002,0.021505376344086023
52,tpe,0.008513931708042714,0.061242659608963586,0.037500000000000006,0.0
52,nsga-ii,0.014384606484046577,0.0006874975473919572,0.9625,0.3333333333333333
52,nsga-iii,0.009287806143959146,0.07318812264793924,0.1125,0.010752688172043012
52,moead,0.007018369959276475,0.03212973582137615,0.0,0.0
53,random search,0.00809404462792679,0.0,0.1607142857142857,0.04411764705882353
53,sway,0.012483756478831473,0.030815435254445345,0.3214285714285714,0.07352941176470588
53,tpe,0.0012765418310636898,0.18588189332301258,0.0,0.0
53,nsga-ii,0.013538861930961169,0.000877084641253231,0.7678571428571428,0.5147058823529411
53,nsga-iii,0.012118450654677504,0.016247805069717746,0.3214285714285714,0.058823529411764705
53,moead,0.0,0.04273325837833142,0.03571428571428571,0.0
54,random search,0.00015857585228292622,0.0,0.1875,0.034482758620689655
54,sway,0.00029048629851577293,0.028999538559538855,0.35416666666666663,0.06896551724137931
54,tpe,0.0,0.6416687089320441,0.0,0.0
54,nsga-ii,0.00020722960753995787,0.0030673807246024767,0.75,0.4482758620689655
54,nsga-iii,0.00021006458349604818,0.1789934079881504,0.16666666666666666,0.06896551724137931
54,moead,0.0,1.0152166088005286,0.0,0.0
55,random search,0.0014859581651025457,0.2240829304922758,0.024193548387096774,0.0
55,sway,0.004660157223049926,0.02327948650874158,0.12096774193548387,0.03225806451612903
55,tpe,0.0,0.3569095995047005,0.0,0.0
55,nsga-ii,0.006609283758868918,0.002416089339422384,0.9032258064516129,0.6290322580645161
55,nsga-iii,0.005335300943593844,0.0655965023293849,0.0967741935483871,0.03225806451612903
55,moead,0.001100964353212644,0.1615755709687658,0.0,0.0
56,random search,0.006166920955898677,0.026988784779770018,0.21052631578947367,0.0078125
56,sway,0.010107538278930042,0.003322817117734185,0.9210526315789473,0.15625
56,tpe,0.004036340572328135,0.05696749962610594,0.0,0.0
56,nsga-ii,0.005440957792632884,0.011943079789289464,0.10526315789473684,0.0
56,nsga-iii,0.0058420466234912665,0.020134736624867346,0.15789473684210525,0.015625
56,moead,0.004223913498091458,0.060923245578646826,0.06578947368421052,0.0
57,random search,0.0,1.0,0.0,0.0
57,sway,0.0,1.0,0.0,0.0
57,tpe,0.0,1.0,0.0,0.0
57,nsga-ii,0.0,1.0,0.0,0.0
57,nsga-iii,0.0,1.0,0.0,0.0
57,moead,0.0,1.0,0.0,0.0
58,random search,0.011375112830050495,0.08054785735196335,0.16176470588235295,0.0
58,sway,0.014151582173833418,0.006717026899585731,0.6911764705882353,0.13114754098360656
58,tpe,0.0073290517023814885,0.0832393490250421,0.0,0.0
58,nsga-ii,0.012031978347470518,0.013462937789583598,0.5294117647058824,0.16393442622950818
58,nsga-iii,0.013620618235903733,0.008833371310166876,0.6911764705882353,0.13114754098360656
58,moead,0.01017029977689754,0.06075386897727581,0.16176470588235295,0.01639344262295082
59,random search,0.002229870947494504,0.08406613114641816,0.078125,0.0
59,sway,0.004041325386132262,0.01104808812289783,0.5625,0.12
59,tpe,0.0026828983747047884,0.027969767670286985,0.07031249999999999,0.0
59,nsga-ii,0.005659128997404771,0.006342335923271826,0.90625,0.36
59,nsga-iii,0.004085312300351819,0.016014853135510158,0.5,0.03
59,moead,0.0,0.7695961307803909,0.0,0.0
