DS,PT,accuracy,aod-race,aod-sex,d2h1,d2h2,d2h3,di-race,di-sex,eod-race,eod-sex,f1,fr-race,fr-sex,precision,recall,spd-race,spd-sex
fairness/compas-scores-two-years_processed.csv,default,0.6203742203742204,0.0017167776519575,0.047382618104145,0.3478028325707626,0.1638274094083488,0.2318037103905388,0.0381313645887216,0.0988099320941078,0.0075205232972223,0.0128726981436115,0.6634721710283817,0.3592515592515592,0.3484407484407484,0.6564551422319475,0.6706408345752608,0.022292886620297,0.0611298768533526
fairness/compas-scores-two-years_processed.csv,random,0.558004158004158,0.0,0.0,0.3432210365053685,0.0,0.1834593609337886,0.0,0.0,0.0,0.0,0.7163063784360821,0.0,0.0,0.558004158004158,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,tpe,0.5,0.0,0.0,0.6265396775971591,0.2236067977499789,0.3997002449331714,0.5,0.5,0.0,0.0,0.358153189218041,0.0,0.0,0.279002079002079,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-ii,0.441995841995842,0.0,0.0,0.9098583186889496,0.4472135954999579,0.6159411289325541,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-iii,0.5,0.0,0.0,0.6265396775971591,0.2236067977499789,0.3997002449331714,0.5,0.5,0.0,0.0,0.358153189218041,0.0,0.0,0.279002079002079,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,moead,0.441995841995842,0.0,0.0,0.9098583186889496,0.4472135954999579,0.6159411289325541,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,default,0.6303534303534304,0.0619094879489561,0.0190950701659597,0.3409689762274834,0.1594609713863236,0.2266711565482932,0.1319517013414399,0.0097357911150712,0.0607039968709022,0.0543794304938123,0.6691477484183104,0.3218295218295218,0.3397089397089397,0.6490974729241877,0.6904761904761905,0.0832113402141037,0.0056516157039869
fairness/compas-scores-two-years_processed.csv,random,0.5,0.0,0.0,0.6320691560928294,0.2236067977499789,0.4027976126729088,0.5,0.5,0.0,0.0,0.3512274076072295,0.0,0.0,0.2706860706860707,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,tpe,0.4862092862092862,0.0,0.0,0.7238270359535787,0.2981423969999719,0.4734917416629431,0.6666666666666666,0.6666666666666666,0.0,0.0,0.2341516050714863,0.0,0.0,0.1804573804573804,0.3333333333333333,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-ii,0.5413721413721414,0.0,0.0,0.356795516510582,0.0,0.1907152257028061,0.0,0.0,0.0,0.0,0.7024548152144591,0.0,0.0,0.5413721413721414,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-iii,0.5413721413721414,0.0,0.0,0.3567955165105819,0.0,0.1907152257028061,0.0,0.0,0.0,0.0,0.7024548152144591,0.0,0.0,0.5413721413721414,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,moead,0.5413721413721414,0.0,0.0,0.3567955165105819,0.0,0.1907152257028061,0.0,0.0,0.0,0.0,0.7024548152144591,0.0,0.0,0.5413721413721414,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,default,0.6318635607321131,0.0620028558540203,0.0002708704788803,0.3451521352017201,0.1369606526398053,0.2177977747250285,0.1220265107541633,0.040875372836258,0.0045165498936843,0.0299768724426259,0.6628571428571429,0.2795341098169717,0.2870216306156406,0.666156202143951,0.6595905989385898,0.0721760815488284,0.0229646888602838
fairness/compas-scores-two-years_processed.csv,random,0.5486688851913477,0.0,0.0,0.3508318514089039,0.0,0.1875275126199576,0.0,0.0,0.0,0.0,0.7085683588503895,0.0,0.0,0.5486688851913477,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,tpe,0.5,0.0,0.0,0.6296348669635872,0.2236067977499789,0.4014346596181215,0.5,0.5,0.0,0.0,0.3542841794251947,0.0,0.0,0.2743344425956738,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-ii,0.5486688851913477,0.0,0.0,0.3508318514089039,0.0,0.1875275126199576,0.0,0.0,0.0,0.0,0.7085683588503895,0.0,0.0,0.5486688851913477,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-iii,0.5486688851913477,0.0,0.0,0.3508318514089039,0.0,0.1875275126199576,0.0,0.0,0.0,0.0,0.7085683588503895,0.0,0.0,0.5486688851913477,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,moead,0.4513311148086522,0.0,0.0,0.9084378825182704,0.4472135954999579,0.6153418066162855,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,default,0.6228690228690229,0.0533208548698739,0.0201316912545638,0.3482327091083093,0.1536000025962862,0.2269351208019345,0.107753581423388,0.0738294261261015,0.0035775629386073,0.0101980230320034,0.6619455833022735,0.3413721413721414,0.3043659043659044,0.6500732064421669,0.6742596810933941,0.0658934278557238,0.0445792085719045
fairness/compas-scores-two-years_processed.csv,random,0.5,0.0,0.0,0.6299875883879151,0.2236067977499789,0.4016322085206572,0.5,0.5,0.0,0.0,0.3538420204191295,0.0,0.0,0.2738045738045738,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,tpe,0.4841302841302841,0.0,0.0,0.7227510624763746,0.2981423969999719,0.4728462637642167,0.6666666666666666,0.6666666666666666,0.0,0.0,0.2358946802794196,0.0,0.0,0.1825363825363825,0.3333333333333333,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-ii,0.5476091476091476,0.0,0.0,0.3516971661225367,0.0,0.1879900427899787,0.0,0.0,0.0,0.0,0.707684040838259,0.0,0.0,0.5476091476091476,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-iii,0.4841302841302841,0.0,0.0,0.7227510624763746,0.2981423969999719,0.4728462637642167,0.6666666666666666,0.6666666666666666,0.0,0.0,0.2358946802794196,0.0,0.0,0.1825363825363825,0.3333333333333333,0.0,0.0
fairness/compas-scores-two-years_processed.csv,moead,0.4523908523908524,0.0,0.0,0.9082780106532936,0.4472135954999579,0.6152743742513357,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,default,0.6374220374220374,0.0349871681350816,0.0745408707944494,0.3331526636822691,0.1507486174290403,0.2189608976575557,0.0886119530534327,0.1536754443408147,0.0250280035331329,0.0502504031915796,0.6772760917838637,0.2686070686070686,0.3168399168399168,0.6559139784946236,0.7000765110941086,0.0545224134669944,0.1016922073544925
fairness/compas-scores-two-years_processed.csv,random,0.5434511434511434,0.0,0.0,0.3550949967398954,0.0,0.1898062596511854,0.0,0.0,0.0,0.0,0.7042025862068965,0.0,0.0,0.5434511434511434,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,tpe,0.5434511434511434,0.0,0.0,0.3550949967398954,0.0,0.1898062596511854,0.0,0.0,0.0,0.0,0.7042025862068965,0.0,0.0,0.5434511434511434,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-ii,0.5,0.0,0.0,0.6313742236543862,0.2236067977499789,0.4024086218008916,0.5,0.5,0.0,0.0,0.3521012931034482,0.0,0.0,0.2717255717255717,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-iii,0.5,0.0,0.0,0.6313742236543862,0.2236067977499789,0.4024086218008916,0.5,0.5,0.0,0.0,0.3521012931034482,0.0,0.0,0.2717255717255717,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,moead,0.4565488565488566,0.0,0.0,0.907653450568877,0.4472135954999579,0.6150109839505978,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,default,0.6397670549084858,0.0373177607631154,0.0198436782313133,0.3347475842236336,0.16360084742881,0.2261283063990256,0.0984752902936081,0.0753100785752926,0.0208817209493228,0.0027088482451803,0.6741911211437172,0.3490016638935108,0.3506655574043261,0.6793025018953753,0.6691560866318148,0.0578604814796199,0.0440145570340043
fairness/compas-scores-two-years_processed.csv,random,0.4430116472545757,0.0,0.0,0.9097027021359864,0.4472135954999579,0.6158754526858531,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,tpe,0.5189961175818081,0.0,0.0,0.5325996872628624,0.1490711984999859,0.3278928093193992,0.3333333333333333,0.3333333333333333,0.0,0.0,0.4769792501558464,0.0,0.0,0.3713255684969495,0.6666666666666666,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-ii,0.4810038824181918,0.0,0.0,0.7211511946994245,0.2981423969999719,0.4718841310026262,0.6666666666666666,0.6666666666666666,0.0,0.0,0.2384896250779232,0.0,0.0,0.1856627842484747,0.3333333333333333,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-iii,0.5,0.0,0.0,0.6268754409811435,0.2236067977499789,0.3998884701610127,0.5,0.5,0.0,0.0,0.3577344376168848,0.0,0.0,0.2784941763727121,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,moead,0.5189961175818081,0.0,0.0,0.5325996872628624,0.1490711984999859,0.3278928093193993,0.3333333333333333,0.3333333333333333,0.0,0.0,0.4769792501558464,0.0,0.0,0.3713255684969495,0.6666666666666666,0.0,0.0
fairness/compas-scores-two-years_processed.csv,default,0.6257796257796258,0.0375951294464123,0.0690156108633053,0.3458207123810805,0.1642137741696674,0.2311507697087857,0.1122959100537722,0.1424722838137471,0.0605665264608731,0.0343845171431378,0.664179104477612,0.3135135135135135,0.3388773388773389,0.6656694091249065,0.6626954579300074,0.0675196927538503,0.0896564715075067
fairness/compas-scores-two-years_processed.csv,random,0.4805266805266805,0.0,0.0,0.7209089050553147,0.2981423969999719,0.4717381707655243,0.6666666666666666,0.6666666666666666,0.0,0.0,0.2388829598007826,0.0,0.0,0.1861399861399861,0.3333333333333333,0.0,0.0
fairness/compas-scores-two-years_processed.csv,tpe,0.5584199584199584,0.0,0.0,0.3428825322860613,0.0,0.1832784228176994,0.0,0.0,0.0,0.0,0.716648879402348,0.0,0.0,0.5584199584199584,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-ii,0.5,0.0,0.0,0.6264023118630013,0.2236067977499789,0.3996232337785681,0.5,0.5,0.0,0.0,0.358324439701174,0.0,0.0,0.2792099792099792,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-iii,0.5,0.0,0.0,0.6264023118630013,0.2236067977499789,0.3996232337785681,0.5,0.5,0.0,0.0,0.358324439701174,0.0,0.0,0.2792099792099792,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,moead,0.5584199584199584,0.0,0.0,0.3428825322860613,0.0,0.1832784228176994,0.0,0.0,0.0,0.0,0.716648879402348,0.0,0.0,0.5584199584199584,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,default,0.6365904365904366,0.0633409828891621,0.0026088689731244,0.3388881621747063,0.1630925170230023,0.2276231906553308,0.1271745719192167,0.0552135582915336,0.0525657443346057,0.0142627815342706,0.6696900982615269,0.3343035343035343,0.348024948024948,0.6661654135338346,0.6732522796352584,0.0767012106419257,0.0319533784155258
fairness/compas-scores-two-years_processed.csv,random,0.5,0.0,0.0,0.6301260587251161,0.2236067977499789,0.4017097560301208,0.5,0.5,0.0,0.0,0.3536683687180865,0.0,0.0,0.2735966735966736,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,tpe,0.5,0.0,0.0,0.6301260587251161,0.2236067977499789,0.4017097560301208,0.5,0.5,0.0,0.0,0.3536683687180865,0.0,0.0,0.2735966735966736,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-ii,0.4528066528066528,0.0,0.0,0.9082153598146008,0.4472135954999579,0.6152479499711977,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-iii,0.5,0.0,0.0,0.6301260587251161,0.2236067977499789,0.4017097560301208,0.5,0.5,0.0,0.0,0.3536683687180865,0.0,0.0,0.2735966735966736,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,moead,0.5471933471933472,0.0,0.0,0.3520367576356312,0.0,0.1881715620890439,0.0,0.0,0.0,0.0,0.7073367374361731,0.0,0.0,0.5471933471933472,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,default,0.6360232945091514,0.022836740974333,0.0429918538842103,0.3386804043834833,0.1638470154066081,0.2279216829511481,0.0844117518189855,0.1055780925981526,0.0358622298667421,0.026338052372077,0.6701846965699209,0.3643926788685524,0.3261231281198003,0.6590066716085989,0.6817484662576687,0.0501385465623612,0.0646882165714091
fairness/compas-scores-two-years_processed.csv,random,0.5424292845257903,0.0,0.0,0.3559306919792492,0.0,0.1902529575462454,0.0,0.0,0.0,0.0,0.703344120819849,0.0,0.0,0.5424292845257903,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,tpe,0.4575707154742096,0.0,0.0,0.9075006237892016,0.4472135954999579,0.6149465440595607,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-ii,0.5,0.0,0.0,0.6317156578842255,0.2236067977499789,0.4025997508029031,0.5,0.5,0.0,0.0,0.3516720604099245,0.0,0.0,0.2712146422628951,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-iii,0.4575707154742096,0.0,0.0,0.9075006237892016,0.4472135954999579,0.6149465440595607,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,moead,0.5,0.0,0.0,0.6317156578842255,0.2236067977499789,0.4025997508029031,0.5,0.5,0.0,0.0,0.3516720604099245,0.0,0.0,0.2712146422628951,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,default,0.6395010395010395,0.021450375164679,0.0208788537937788,0.3337578978491923,0.1577025526169763,0.2226910557774651,0.021595545083666,0.0954987920487137,0.0024106636415202,0.0201701506017706,0.675645342312009,0.316008316008316,0.3667359667359667,0.675392670157068,0.6758982035928144,0.0121787300532733,0.0574545578179253
fairness/compas-scores-two-years_processed.csv,random,0.5,0.0,0.0,0.6273647579621704,0.2236067977499789,0.4001627420141437,0.5,0.5,0.0,0.0,0.3571237636995455,0.0,0.0,0.2777546777546777,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,tpe,0.5,0.0,0.0,0.6273647579621704,0.2236067977499789,0.4001627420141437,0.5,0.5,0.0,0.0,0.3571237636995455,0.0,0.0,0.2777546777546777,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-ii,0.5,0.0,0.0,0.6273647579621704,0.2236067977499789,0.4001627420141437,0.5,0.5,0.0,0.0,0.3571237636995455,0.0,0.0,0.2777546777546777,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-iii,0.5,0.0,0.0,0.6273647579621704,0.2236067977499789,0.4001627420141437,0.5,0.5,0.0,0.0,0.3571237636995455,0.0,0.0,0.2777546777546777,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,moead,0.5,0.0,0.0,0.6273647579621704,0.2236067977499789,0.4001627420141437,0.5,0.5,0.0,0.0,0.3571237636995455,0.0,0.0,0.2777546777546777,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,default,0.6345114345114345,0.045553789243729,0.0100976128950389,0.3416560224099677,0.1511715289059401,0.2228778752900976,0.1128088318425165,0.0638744169140365,0.0368392858045312,0.0025189345009042,0.6666666666666666,0.3047817047817048,0.3305613305613306,0.6559701492537313,0.6777178103315343,0.067905682659781,0.0375244954656974
fairness/compas-scores-two-years_processed.csv,random,0.4869022869022869,0.0,0.0,0.7241878550671937,0.2981423969999719,0.473707915661311,0.6666666666666666,0.6666666666666666,0.0,0.0,0.2335674410228705,0.0,0.0,0.1797643797643797,0.3333333333333333,0.0,0.0
fairness/compas-scores-two-years_processed.csv,tpe,0.5,0.0,0.0,0.6327651697512275,0.2236067977499789,0.403187128674532,0.5,0.5,0.0,0.0,0.3503511615343058,0.0,0.0,0.2696465696465696,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-ii,0.4869022869022869,0.0,0.0,0.7241878550671937,0.2981423969999719,0.473707915661311,0.6666666666666666,0.6666666666666666,0.0,0.0,0.2335674410228705,0.0,0.0,0.1797643797643797,0.3333333333333333,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-iii,0.5,0.0,0.0,0.6327651697512275,0.2236067977499789,0.403187128674532,0.5,0.5,0.0,0.0,0.3503511615343058,0.0,0.0,0.2696465696465696,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,moead,0.5392931392931393,0.0,0.0,0.3584971138033287,0.0,0.1916247677141947,0.0,0.0,0.0,0.0,0.7007023230686116,0.0,0.0,0.5392931392931393,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,default,0.6385191347753744,0.0638781368742313,0.0751830634031136,0.3351016789335481,0.157031698464182,0.2229288938719809,0.1150584007187781,0.142691185012536,0.0036706997837739,0.0308453413146553,0.6741657292838396,0.2982529118136439,0.3169717138103161,0.6724008975317876,0.6759398496240602,0.0692611994498787,0.0898305869283465
fairness/compas-scores-two-years_processed.csv,random,0.5,0.0,0.0,0.6281150784813071,0.2236067977499789,0.4005832337028413,0.5,0.5,0.0,0.0,0.3561863952865559,0.0,0.0,0.2766222961730449,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,tpe,0.4467554076539101,0.0,0.0,0.9091313957509376,0.4472135954999579,0.6156343754302892,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-ii,0.4467554076539101,0.0,0.0,0.9091313957509376,0.4472135954999579,0.6156343754302892,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-iii,0.5532445923460898,0.0,0.0,0.3470987612116766,0.0,0.1855320919753934,0.0,0.0,0.0,0.0,0.7123727905731119,0.0,0.0,0.5532445923460898,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,moead,0.4467554076539101,0.0,0.0,0.9091313957509376,0.4472135954999579,0.6156343754302892,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,default,0.6403326403326404,0.0484533671895108,0.0124740076052904,0.3367628726537539,0.153876014958594,0.2220706466399839,0.1190374280686736,0.0737687921202696,0.0310836087901132,0.0110309645193366,0.6712276700874193,0.3367983367983368,0.3051975051975052,0.6634109691960932,0.6792307692307692,0.0715101994171761,0.0433934071295704
fairness/compas-scores-two-years_processed.csv,random,0.5,0.0,0.0,0.6323474316122332,0.2236067977499789,0.4029533559605807,0.5,0.5,0.0,0.0,0.3508771929824562,0.0,0.0,0.2702702702702703,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,tpe,0.4594594594594595,0.0,0.0,0.9072188374322728,0.4472135954999579,0.6148277387068825,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-ii,0.5,0.0,0.0,0.6323474316122332,0.2236067977499789,0.4029533559605807,0.5,0.5,0.0,0.0,0.3508771929824562,0.0,0.0,0.2702702702702703,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-iii,0.5405405405405406,0.0,0.0,0.3574760257921934,0.0,0.1910789732142789,0.0,0.0,0.0,0.0,0.7017543859649124,0.0,0.0,0.5405405405405406,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,moead,0.4594594594594595,0.0,0.0,0.9072188374322728,0.4472135954999579,0.6148277387068825,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,default,0.6178794178794179,0.0540417102172534,0.0295617495748655,0.354904768155306,0.1429974844788934,0.2249305263393883,0.1120574482297928,0.0797747215371226,0.0331358442657637,0.0009825414859739,0.6546411123637731,0.3168399168399168,0.2715176715176715,0.6613515565679575,0.6480654761904762,0.0661735700197237,0.0466931955433266
fairness/compas-scores-two-years_processed.csv,random,0.4411642411642412,0.0,0.0,0.9099859072196584,0.4472135954999579,0.6159949794179412,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,tpe,0.5588357588357589,0.0,0.0,0.342544069270689,0.0,0.1830975067260397,0.0,0.0,0.0,0.0,0.7169911976527075,0.0,0.0,0.5588357588357589,1.0,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-ii,0.5,0.0,0.0,0.6262649882451736,0.2236067977499789,0.3995462430719905,0.5,0.5,0.0,0.0,0.3584955988263537,0.0,0.0,0.2794178794178794,0.5,0.0,0.0
fairness/compas-scores-two-years_processed.csv,nsga-iii,0.4803880803880804,0.0,0.0,0.7208386279033352,0.2981423969999719,0.471695821853974,0.6666666666666666,0.6666666666666666,0.0,0.0,0.2389970658842358,0.0,0.0,0.1862785862785863,0.3333333333333333,0.0,0.0
fairness/compas-scores-two-years_processed.csv,moead,0.5196119196119197,0.0,0.0,0.5316913485870121,0.1490711984999859,0.3273966642900069,0.3333333333333333,0.3333333333333333,0.0,0.0,0.4779941317684716,0.0,0.0,0.3725571725571726,0.6666666666666666,0.0,0.0
